date locale	heure locale	t	hr	psta	rf1e
date loc	heure	C	0-100	hPa	kJ/m2/h
17/01/2015	04	0	0	0	0.00
17/01/2015	05	0	0	0	0.00
17/01/2015	06	0	0	0	0.00
17/01/2015	07	0	0	0	0.26
17/01/2015	08	0	0	0	3.68
17/01/2015	09	0	0	0	16.26
17/01/2015	10	0	0	0	64.07
17/01/2015	11	0	0	0	56.23
17/01/2015	12	0	0	0	132.85
17/01/2015	13	0	0	0	88.91
17/01/2015	14	0	0	0	36.96
17/01/2015	15	0	0	0	3.68
17/01/2015	16	0	0	0	0.20
17/01/2015	17	0	0	0	0.00
17/01/2015	18	0	0	0	0.00
17/01/2015	19	0	0	0	0.00
17/01/2015	20	0	0	0	0.00
17/01/2015	21	0	0	0	0.00
17/01/2015	22	0	0	0	0.00
17/01/2015	23	0	0	0	0.00
18/01/2015	00	0	0	0	0.00
18/01/2015	01	0	0	0	0.00
18/01/2015	02	0	0	0	0.00
18/01/2015	03	0	0	0	0.00
18/01/2015	04	0	0	0	0.00
18/01/2015	05	0	0	0	0.00
18/01/2015	06	0	0	0	0.00
18/01/2015	07	0	0	0	0.04
18/01/2015	08	0	0	0	3.19
18/01/2015	09	0	0	0	12.24
18/01/2015	10	0	0	0	55.52
18/01/2015	11	0	0	0	92.46
18/01/2015	12	0	0	0	100.64
18/01/2015	13	0	0	0	66.89
18/01/2015	14	0	0	0	33.16
18/01/2015	15	0	0	0	5.86
18/01/2015	16	0	0	0	0.22
18/01/2015	17	0	0	0	0.00
18/01/2015	18	0	0	0	0.00
18/01/2015	19	0	0	0	0.00
18/01/2015	20	0	0	0	0.00
18/01/2015	21	0	0	0	0.00
18/01/2015	22	0	0	0	0.00
18/01/2015	23	0	0	0	0.00
19/01/2015	00	0	0	0	0.00
19/01/2015	01	0	0	0	0.00
19/01/2015	02	0	0	0	0.00
19/01/2015	03	0	0	0	0.00
19/01/2015	04	0	0	0	0.00
19/01/2015	05	0	0	0	0.00
19/01/2015	06	0	0	0	0.00
19/01/2015	07	0	0	0	0.04
19/01/2015	08	0	0	0	6.61
19/01/2015	09	0	0	0	29.04
19/01/2015	10	0	0	0	45.89
19/01/2015	11	0	0	0	52.27
19/01/2015	12	0	0	0	55.46
19/01/2015	13	0	0	0	36.18
19/01/2015	14	0	0	0	17.03
19/01/2015	15	0	0	0	4.18
19/01/2015	16	0	0	0	0.02
19/01/2015	17	0	0	0	0.00
19/01/2015	18	0	0	0	0.00
19/01/2015	19	0	0	0	0.00
19/01/2015	20	0	0	0	0.00
19/01/2015	21	0	0	0	0.00
19/01/2015	22	0	0	0	0.00
19/01/2015	23	0	0	0	0.00
20/01/2015	00	0	0	0	0.00
20/01/2015	01	0	0	0	0.00
20/01/2015	02	0	0	0	0.00
20/01/2015	03	0	0	0	0.00
20/01/2015	04	0	0	0	0.00
20/01/2015	05	0	0	0	0.00
